locale,tier,flags,source_type,source_title,source_url,anchor,target_type,target_title,target_url,target_id,context,source_id,block_key,offset
es,A,,faqEntry,¿Y el templo de Edfú?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"Es parada habitual de los cruceros por el Nilo entre Luxor y Asuán, y tradicionalmente se llega en calesa desde el atraque.",faq-entry-what-about-the-temple-of-edfu,what-about-the-templesb0,189
ja,A,,faqEntry,エドフ神殿はどうですか？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,ルクソールとアスワンの間を航行するナイル川クルーズの定番寄港地で、船着き場からは伝統的に馬車で向かいます。,faq-entry-what-about-the-temple-of-edfu,what-about-the-templjab0,48
ja,A,,faqEntry,エドフ神殿はどうですか？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,ルクソールとアスワンの間を航行するナイル川クルーズの定番寄港地で、船着き場からは伝統的に馬車で向かいます。,faq-entry-what-about-the-temple-of-edfu,what-about-the-templjab0,54
en,A,,faqEntry,What are the best day trips from Cairo?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,"Giza and Saqqara together, which shows you the whole arc of pyramid development in a single day.",faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-day-trb0,0
en,A,,faqEntry,What are the best day trips from Cairo?,/faq,Alexandria,city,Alexandria,/guide/alexandria,wp-page-58750,"Alexandria, reachable by train, for the catacombs, the Mediterranean corniche, and a completely different urban character.",faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-day-trb0,156
es,A,,faqEntry,¿Cuáles son las mejores excursiones de un día desde El Cairo?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,"Guiza y Saqqara juntas, que muestran todo el arco de desarrollo de la pirámide en una sola jornada.",faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-daesb0,0
es,A,,faqEntry,¿Cuáles son las mejores excursiones de un día desde El Cairo?,/es/faq,Alejandría,city,Alejandría,/es/guide/alejandria,wp-page-58750,"Alejandría, accesible en tren, por las catacumbas, la corniche mediterránea y un carácter urbano completamente distinto.",faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-daesb0,163
ja,A,,faqEntry,カイロからの日帰り旅行のおすすめは？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,ギザとサッカーラの組み合わせ。,faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-dajab0,0
ja,A,,faqEntry,カイロからの日帰り旅行のおすすめは？,/ja/faq,アレクサンドリア,city,アレクサンドリア,/ja/guide/arekusandoria,wp-page-58750,アレクサンドリアは鉄道で行け、カタコンベ、地中海のコルニーシュ、まったく異なる都市の表情があります。,faq-entry-what-are-the-best-day-trips-from-cairo,what-are-the-best-dajab0,74
en,A,,faqEntry,What are the lesser-known ancient sites?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,"Dahshur, for the Bent Pyramid and the Red Pyramid — Sneferu's experiments, and far quieter than Giza.",faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-knowb0,96
en,A,,faqEntry,What are the lesser-known ancient sites?,/faq,Beni Hasan,guideArticle,Beni Hasan,/guide/al-minya/beni-hasan,guideArticle.al-minya.beni-hasan,Beni Hasan and Tuna el-Gebel in Middle Egypt.,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-knowb0,158
en,A,,faqEntry,What are the lesser-known ancient sites?,/faq,Tuna el-Gebel,guideArticle,Tuna el-Gebel,/guide/al-minya/tuna-el-gebel,guideArticle.al-minya.tuna-el-gebel,Beni Hasan and Tuna el-Gebel in Middle Egypt.,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-knowb0,173
en,A,,faqEntry,What are the lesser-known ancient sites?,/faq,Kom Ombo,city,Kom Ombo,/guide/kom-ombo,wp-page-58875,"Kom Ombo's double temple, which most cruise passengers see but few plan for.",faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-knowb0,204
es,A,,faqEntry,¿Qué yacimientos menos conocidos merecen la pena?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,"Dahshur, por la pirámide Acodada y la Roja —los ensayos de Seneferu, y mucho más tranquilas que Guiza.",faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-esb0,96
es,A,,faqEntry,¿Qué yacimientos menos conocidos merecen la pena?,/es/faq,Tuna el-Gebel,guideArticle,Tuna el-Gebel,/es/guide/al-minya/tuna-el-gebel,guideArticle.al-minya.tuna-el-gebel,Beni Hasan y Tuna el-Gebel en el Medio Egipto.,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-esb0,189
es,A,,faqEntry,¿Qué yacimientos menos conocidos merecen la pena?,/es/faq,Kom Ombo,city,Kom Ombo,/es/guide/kom-ombo,wp-page-58875,"Y el templo doble de Kom Ombo, que casi todo crucerista ve pero casi nadie planifica.",faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-esb0,244
ja,A,,faqEntry,あまり知られていない遺跡は？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,屈折ピラミッドと赤いピラミッド——スネフェル王の試行錯誤の跡で、ギザよりはるかに静かです。,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-jab0,39
ja,A,,faqEntry,あまり知られていない遺跡は？,/ja/faq,ベニ・ハサン,guideArticle,ベニ・ハサン,/ja/guide/aru-minya/benihasan,guideArticle.al-minya.beni-hasan,中部エジプトのベニ・ハサンとトゥーナ・エル＝ゲベル。,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-jab0,90
ja,A,,faqEntry,あまり知られていない遺跡は？,/ja/faq,コム・オンボ,city,コム・オンボ,/ja/guide/komu-ombo,wp-page-58875,そしてコム・オンボの二重神殿は、クルーズ客の多くが目にしながら、目的地として計画する人はほとんどいません。,faq-entry-what-are-the-lesser-known-ancient-sites,what-are-the-lesser-jab0,112
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,Giza for the pyramids and the Sphinx.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,0
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Luxor Temple,guideArticle,Luxor Temple,/guide/luxor/the-luxor-temple,guideArticle.luxor.the-luxor-temple,Karnak and Luxor Temple.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,79
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Valley of the Kings,guideArticle,Valley of the Kings,/guide/luxor/valley-of-the-kings,guideArticle.luxor.valley-of-the-kings,The Valley of the Kings.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,97
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Abu Simbel,city,Abu Simbel,/guide/abu-simbel,wp-page-56813,Abu Simbel.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,118
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Edfu,city,Edfu,/guide/edfu,wp-page-58841,Edfu and Kom Ombo.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,138
en,A,,faqEntry,What are the must-see historical sites in Egypt?,/faq,Kom Ombo,city,Kom Ombo,/guide/kom-ombo,wp-page-58875,Edfu and Kom Ombo.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-see-hib0,147
es,A,,faqEntry,¿Cuáles son los yacimientos imprescindibles?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,"Guiza, por las pirámides y la Esfinge.",faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-seesb0,0
es,A,,faqEntry,¿Cuáles son los yacimientos imprescindibles?,/es/faq,el templo de Luxor,guideArticle,El Templo de Luxor,/es/guide/luxor/el-templo-de-luxor,guideArticle.luxor.the-luxor-temple,Karnak y el templo de Luxor.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-seesb0,85
es,A,,faqEntry,¿Cuáles son los yacimientos imprescindibles?,/es/faq,El Valle de los Reyes,guideArticle,El Valle de los Reyes,/es/guide/luxor/el-valle-de-los-reyes,guideArticle.luxor.valley-of-the-kings,El Valle de los Reyes.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-seesb0,105
es,A,,faqEntry,¿Cuáles son los yacimientos imprescindibles?,/es/faq,Abu Simbel,city,Abu Simbel,/es/guide/abu-simbel,wp-page-56813,Abu Simbel.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-seesb0,128
es,A,,faqEntry,¿Cuáles son los yacimientos imprescindibles?,/es/faq,Kom Ombo,city,Kom Ombo,/es/guide/kom-ombo,wp-page-58875,Edfú y Kom Ombo.,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-seesb0,153
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,ピラミッドとスフィンクスのギザ。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,13
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,ルクソール神殿,guideArticle,ルクソール神殿,/ja/guide/rukusoru/rukusoru-shinden,guideArticle.luxor.the-luxor-temple,カルナック神殿とルクソール神殿。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,38
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,王家の谷,guideArticle,王家の谷,/ja/guide/rukusoru/oke-no-tani,guideArticle.luxor.valley-of-the-kings,王家の谷。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,46
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,アブ・シンベル,city,アブ・シンベル,/ja/guide/abu-shinberu,wp-page-56813,アブ・シンベル。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,51
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,エドフ,city,エドフ,/ja/guide/edofu,wp-page-58841,エドフとコム・オンボ。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,64
ja,A,,faqEntry,必見の遺跡はどこですか？,/ja/faq,コム・オンボ,city,コム・オンボ,/ja/guide/komu-ombo,wp-page-58875,エドフとコム・オンボ。,faq-entry-what-are-the-must-see-historical-sites-in-egypt,what-are-the-must-sejab0,68
en,A,,faqEntry,What cultural performances can I see?,/faq,Giza,city,Giza,/guide/giza,wp-page-58854,"The Sound and Light shows at Giza, Karnak, and Philae.",faq-entry-what-cultural-performances-can-i-see,what-cultural-performancb0,29
en,A,,faqEntry,What cultural performances can I see?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Tanoura, the Egyptian Sufi whirling performance, at Wekalet El Ghouri in Cairo.",faq-entry-what-cultural-performances-can-i-see,what-cultural-performancb0,128
es,A,,faqEntry,¿Qué espectáculos culturales se pueden ver?,/es/faq,Guiza,city,Guiza,/es/guide/guiza,wp-page-58854,"Los espectáculos de luz y sonido de Guiza, Karnak y File.",faq-entry-what-cultural-performances-can-i-see,what-cultural-perforesb0,36
es,A,,faqEntry,¿Qué espectáculos culturales se pueden ver?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"La *tanoura*, la danza giratoria sufí egipcia, en la Wekalet El Ghouri de El Cairo.",faq-entry-what-cultural-performances-can-i-see,what-cultural-perforesb0,132
ja,A,,faqEntry,見ておきたい文化公演は？,/ja/faq,ギザ,city,ギザ,/ja/guide/giza,wp-page-58854,ギザ、カルナック、フィラエの音と光のショー。,faq-entry-what-cultural-performances-can-i-see,what-cultural-perforjab0,0
ja,A,,faqEntry,見ておきたい文化公演は？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,エジプトのスーフィー旋回舞踊「タンヌーラ」は、カイロのウィカーラ・アル＝グーリーで上演されています。,faq-entry-what-cultural-performances-can-i-see,what-cultural-perforjab0,45
ja,B,,faqEntry,知っておくべき習慣はありますか？,/ja/faq,食事,guideArticle,食事,/ja/guide/esuna/shokuji,wp-page-59615,食事と受け渡しには右手を使います。,faq-entry-what-customs-and-traditions-should-i-be-aware-of,what-customs-and-trajab0,103
en,A,,faqEntry,What festivals might I encounter?,/faq,Abu Simbel,city,Abu Simbel,/guide/abu-simbel,wp-page-56813,"The Abu Simbel Sun Festival, when sunlight reaches the temple's inner sanctuary, draws crowds on 22 February and 22 October.",faq-entry-what-festivals-might-i-encounter,what-festivals-might-i-eb0,334
es,A,,faqEntry,¿Con qué festividades me puedo encontrar?,/es/faq,Abu Simbel,city,Abu Simbel,/es/guide/abu-simbel,wp-page-56813,"El Festival del Sol de Abu Simbel, cuando la luz alcanza el santuario interior del templo, atrae multitudes el 22 de febrero y el 22 de octubre.",faq-entry-what-festivals-might-i-encounter,what-festivals-mightesb0,394
ja,B,ja-kanji-adjacent,faqEntry,どのような祝祭に出会う可能性がありますか？,/ja/faq,アブ・シンベル,city,アブ・シンベル,/ja/guide/abu-shinberu,wp-page-56813,アブ・シンベル神殿の至聖所に陽光が差し込む「太陽の奇跡」は、2月22日と10月22日に多くの見物客を集めます。,faq-entry-what-festivals-might-i-encounter,what-festivals-mightjab0,165
en,A,,faqEntry,What is Karnak Temple?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"A vast temple complex on the east bank at Luxor, built and rebuilt over roughly two thousand years.",faq-entry-what-is-karnak-temple,what-is-karnak-templeb0,42
es,A,,faqEntry,¿Qué es el templo de Karnak?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Un enorme complejo de templos en la orilla este de Luxor, construido y reconstruido a lo largo de unos dos mil años.",faq-entry-what-is-karnak-temple,what-is-karnak-templesb0,51
ja,B,ja-kanji-adjacent,faqEntry,カルナック神殿とはどのような場所ですか？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,"ルクソール東岸にある巨大な神殿複合体で、およそ2,000年にわたって建設と改築が繰り返されました。",faq-entry-what-is-karnak-temple,what-is-karnak-templjab0,0
en,A,,faqEntry,What is Medinet Habu?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,The mortuary temple of Ramesses III on the Luxor west bank.,faq-entry-what-is-medinet-habu,what-is-medinet-habub0,43
en,A,,faqEntry,What is Medinet Habu?,/faq,Valley of the Kings,guideArticle,Valley of the Kings,/guide/luxor/valley-of-the-kings,guideArticle.luxor.valley-of-the-kings,"Quiet compared to the Valley of the Kings, which is a strong argument for going.",faq-entry-what-is-medinet-habu,what-is-medinet-habub0,209
es,A,,faqEntry,¿Qué es Medinet Habu?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"El templo funerario de Ramsés III, en la orilla oeste de Luxor.",faq-entry-what-is-medinet-habu,what-is-medinet-habuesb0,57
es,A,,faqEntry,¿Qué es Medinet Habu?,/es/faq,el Valle de los Reyes,guideArticle,El Valle de los Reyes,/es/guide/luxor/el-valle-de-los-reyes,guideArticle.luxor.valley-of-the-kings,"Está tranquilo comparado con el Valle de los Reyes, que ya es un argumento de peso para ir.",faq-entry-what-is-medinet-habu,what-is-medinet-habuesb0,222
ja,B,ja-kanji-adjacent,faqEntry,メディネト・ハブとは？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,ルクソール西岸にあるラムセス3世の葬祭殿です。,faq-entry-what-is-medinet-habu,what-is-medinet-habujab0,0
ja,A,,faqEntry,メディネト・ハブとは？,/ja/faq,王家の谷,guideArticle,王家の谷,/ja/guide/rukusoru/oke-no-tani,guideArticle.luxor.valley-of-the-kings,王家の谷に比べて静かで、それ自体が訪れる理由になります。,faq-entry-what-is-medinet-habu,what-is-medinet-habujab0,52
en,A,,faqEntry,What is the Dendera Temple Complex?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"A remarkably intact temple to Hathor, north of Luxor, known for its painted ceiling and the astronomical reliefs.",faq-entry-what-is-the-dendera-temple-complex,what-is-the-dendera-tempb0,47
es,A,,faqEntry,¿Qué es el complejo de Dendera?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Un templo a Hathor extraordinariamente íntegro, al norte de Luxor, conocido por su techo policromado y por los relieves astronómicos.",faq-entry-what-is-the-dendera-temple-complex,what-is-the-dendera-esb0,60
ja,A,,faqEntry,デンデラ神殿複合体とは？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,ルクソールの北にある、驚くほど良好に残るハトホル神殿です。,faq-entry-what-is-the-dendera-temple-complex,what-is-the-dendera-jab0,0
ja,A,,faqEntry,デンデラ神殿複合体とは？,/ja/faq,ハトホル神殿,guideArticle,ハトホル神殿,/ja/guide/kena/hatohoru-shinden,guideArticle.qena.the-temple-of-hathor,ルクソールの北にある、驚くほど良好に残るハトホル神殿です。,faq-entry-what-is-the-dendera-temple-complex,what-is-the-dendera-jab0,20
en,A,,faqEntry,What is the weather like across the year?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,Cairo and the Delta get occasional light winter rain.,faq-entry-what-is-the-weather-like-across-the-year,what-is-the-weather-likeb0,75
es,A,,faqEntry,¿Cómo es el clima a lo largo del año?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,El Cairo y el Delta reciben alguna lluvia ligera en invierno.,faq-entry-what-is-the-weather-like-across-the-year,what-is-the-weather-esb0,78
es,A,,faqEntry,¿Cómo es el clima a lo largo del año?,/es/faq,Siwa,city,Siwa,/es/guide/siwa,wp-page-58932,Las noches del desierto refrescan de forma acusada en cualquier estación: una tarde de 35 °C en Siwa puede dar paso a una noche de 15 °C.,faq-entry-what-is-the-weather-like-across-the-year,what-is-the-weather-esb0,314
ja,A,,faqEntry,一年を通じた気候はどうですか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,カイロとデルタ地帯では冬に弱い雨が降ることがあります。,faq-entry-what-is-the-weather-like-across-the-year,what-is-the-weather-jab0,35
en,A,,faqEntry,What is there at Siwa Oasis?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Siwa sits near the Libyan border, about eight to ten hours from Cairo, and has a distinct Berber culture and language.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwa-oab0,64
en,A,,faqEntry,What is there at Siwa Oasis?,/faq,Shali fortress,guideArticle,Shali Fortress,/guide/siwa-oasis/shali-fortress,guideArticle.siwa-oasis.shali-fortress,"The Oracle Temple of Amun, the mud-brick Shali fortress, salt lakes, hot springs, and the Great Sand Sea are the draws.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwa-oab0,160
en,A,,faqEntry,What is there at Siwa Oasis?,/faq,the Great Sand Sea,guideArticle,The Great Sand Sea,/guide/siwa-oasis/the-great-sand-sea,guideArticle.siwa-oasis.the-great-sand-sea,"The Oracle Temple of Amun, the mud-brick Shali fortress, salt lakes, hot springs, and the Great Sand Sea are the draws.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwa-oab0,205
es,A,,faqEntry,¿Qué hay en el oasis de Siwa?,/es/faq,Siwa,city,Siwa,/es/guide/siwa,wp-page-58932,"Siwa está cerca de la frontera libia, a ocho o diez horas de El Cairo, y conserva una cultura y una lengua bereberes propias.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwesb0,0
es,A,,faqEntry,¿Qué hay en el oasis de Siwa?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"Siwa está cerca de la frontera libia, a ocho o diez horas de El Cairo, y conserva una cultura y una lengua bereberes propias.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwesb0,61
es,A,,faqEntry,¿Qué hay en el oasis de Siwa?,/es/faq,el Gran Mar de Arena,guideArticle,El Gran Mar de Arena,/es/guide/siwa/el-gran-mar-de-arena,guideArticle.siwa-oasis.the-great-sand-sea,"El templo del Oráculo de Amón, la fortaleza de adobe de Shali, los lagos salados, las fuentes termales y el Gran Mar de Arena son sus atractivos.",faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwesb0,231
ja,A,,faqEntry,シワ・オアシスには何がありますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,シワはリビア国境近く、カイロから8〜10時間の場所にあり、独自のベルベル文化と言語が残っています。,faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwjab0,11
ja,A,,faqEntry,シワ・オアシスには何がありますか？,/ja/faq,シャリ要塞,guideArticle,シャリ要塞,/ja/guide/shiwa-oashisu/shari-yosai,guideArticle.siwa-oasis.shali-fortress,アメン神託殿、日干し煉瓦のシャリ要塞、塩湖、温泉、大砂海が見どころです。,faq-entry-what-is-there-at-siwa-oasis,what-is-there-at-siwjab0,62
ja,B,,faqEntry,ラマダン期間中の旅行で気をつけることは？,/ja/faq,食事,guideArticle,食事,/ja/guide/esuna/shokuji,wp-page-59615,その一方で、イフタール（日没後の食事）以降の雰囲気は、エジプトを訪れる価値のひとつです。,faq-entry-what-should-i-know-about-travelling-during-ramadan,what-should-i-know-ajab0,127
en,A,,faqEntry,What transport options are available for tourists?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Domestic flights connect Cairo with Luxor, Aswan, Abu Simbel, and the Red Sea, and save a lot of time.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-options-ab0,25
en,A,,faqEntry,What transport options are available for tourists?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,"Domestic flights connect Cairo with Luxor, Aswan, Abu Simbel, and the Red Sea, and save a lot of time.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-options-ab0,36
en,A,,faqEntry,What transport options are available for tourists?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Domestic flights connect Cairo with Luxor, Aswan, Abu Simbel, and the Red Sea, and save a lot of time.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-options-ab0,43
en,A,,faqEntry,What transport options are available for tourists?,/faq,Abu Simbel,city,Abu Simbel,/guide/abu-simbel,wp-page-56813,"Domestic flights connect Cairo with Luxor, Aswan, Abu Simbel, and the Red Sea, and save a lot of time.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-options-ab0,50
es,A,,faqEntry,¿Qué medios de transporte hay para el visitante?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"Los vuelos internos conectan El Cairo con Luxor, Asuán, Abu Simbel y el mar Rojo, y ahorran mucho tiempo.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-optioesb0,29
es,A,,faqEntry,¿Qué medios de transporte hay para el visitante?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"Los vuelos internos conectan El Cairo con Luxor, Asuán, Abu Simbel y el mar Rojo, y ahorran mucho tiempo.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-optioesb0,42
es,A,,faqEntry,¿Qué medios de transporte hay para el visitante?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"Los vuelos internos conectan El Cairo con Luxor, Asuán, Abu Simbel y el mar Rojo, y ahorran mucho tiempo.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-optioesb0,49
es,A,,faqEntry,¿Qué medios de transporte hay para el visitante?,/es/faq,Abu Simbel,city,Abu Simbel,/es/guide/abu-simbel,wp-page-56813,"Los vuelos internos conectan El Cairo con Luxor, Asuán, Abu Simbel y el mar Rojo, y ahorran mucho tiempo.",faq-entry-what-transport-options-are-available-for-tourists,what-transport-optioesb0,56
ja,A,,faqEntry,旅行者が使える交通手段は？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,国内線がカイロとルクソール、アスワン、アブ・シンベル、紅海を結んでおり、時間の節約になります。,faq-entry-what-transport-options-are-available-for-tourists,what-transport-optiojab0,4
ja,A,,faqEntry,旅行者が使える交通手段は？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,国内線がカイロとルクソール、アスワン、アブ・シンベル、紅海を結んでおり、時間の節約になります。,faq-entry-what-transport-options-are-available-for-tourists,what-transport-optiojab0,8
ja,A,,faqEntry,旅行者が使える交通手段は？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,国内線がカイロとルクソール、アスワン、アブ・シンベル、紅海を結んでおり、時間の節約になります。,faq-entry-what-transport-options-are-available-for-tourists,what-transport-optiojab0,14
ja,A,,faqEntry,旅行者が使える交通手段は？,/ja/faq,アブ・シンベル,city,アブ・シンベル,/ja/guide/abu-shinberu,wp-page-56813,国内線がカイロとルクソール、アスワン、アブ・シンベル、紅海を結んでおり、時間の節約になります。,faq-entry-what-transport-options-are-available-for-tourists,what-transport-optiojab0,19
en,A,,faqEntry,Where are the best beaches in Egypt?,/faq,Sharm El Sheikh,city,Sharm El Sheikh,/guide/sharm-el-sheikh,wp-page-58927,Sharm El Sheikh for reef access straight off the shore.,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-beachb0,0
en,A,,faqEntry,Where are the best beaches in Egypt?,/faq,Hurghada,city,Hurghada,/guide/hurghada,wp-page-58859,Hurghada for a long sandy stretch and the widest range of resorts.,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-beachb0,56
en,A,,faqEntry,Where are the best beaches in Egypt?,/faq,Dahab,city,Dahab,/guide/dahab,wp-page-59436,"Dahab for a slower, low-rise atmosphere.",faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-beachb0,123
en,A,,faqEntry,Where are the best beaches in Egypt?,/faq,Marsa Alam,city,Marsa Alam,/guide/marsa-alam,wp-page-58885,Marsa Alam for quieter water and better marine encounters.,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-beachb0,164
es,A,,faqEntry,¿Cuáles son las mejores playas de Egipto?,/es/faq,Dahab,city,Dahab,/es/guide/dahab,wp-page-59436,"Dahab, por un ambiente más pausado y de baja edificación.",faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-besb0,144
es,A,,faqEntry,¿Cuáles son las mejores playas de Egipto?,/es/faq,Marsa Alam,city,Marsa Alam,/es/guide/marsa-alam,wp-page-58885,"Marsa Alam, por aguas más tranquilas y mejores encuentros marinos.",faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-besb0,202
es,A,,faqEntry,¿Cuáles son las mejores playas de Egipto?,/es/faq,Marsa Matruh,city,Marsa Matruh,/es/guide/marsa-matruh,wp-page-58887,"La costa norte y Marsa Matruh tienen playas mediterráneas, de carácter distinto y temporada corta.",faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-besb0,286
ja,A,,faqEntry,エジプトのビーチはどこがよいですか？,/ja/faq,シャルム・エル・シェイク,city,シャルム・エル・シェイク,/ja/guide/sharumu-eru-sheiku,wp-page-58927,シャルム・エル・シェイクは岸から直接サンゴ礁にアクセスできます。,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-bjab0,0
ja,A,,faqEntry,エジプトのビーチはどこがよいですか？,/ja/faq,ダハブ,city,ダハブ,/ja/guide/dahabu,wp-page-59436,ダハブは低層でゆったりした雰囲気。,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-bjab0,62
ja,A,,faqEntry,エジプトのビーチはどこがよいですか？,/ja/faq,マルサ・アラム,city,マルサ・アラム,/ja/guide/marusa-aramu,wp-page-58885,マルサ・アラムは海が静かで、海洋生物との遭遇率が高い場所です。,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-bjab0,79
