reviewed_class,regex_class,doc_id,doc_type,locale,title,slug,field_path,context,note,owner_decision
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,en,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,seo.title[0][_key==en].value,"The Solar Boat of Khufu: The Oldest Intact Ship in the World","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,en,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,title[0][_key==en].value,"The Solar Boat Of Khufu","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,es,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,body[1][_key==es].value[15],"La Barca Solar es un objeto de 4500 años de antigüedad que sigue pareciendo un barco.","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,es,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,title[1][_key==es].value,"La Barca Solar de Keops","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,ja,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,body[2][_key==ja].value[23],"太陽の船は、いまだに船に見える4,500年前の品です。","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,ja,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,summary[1][_key==ja].value,"The Solar Boat Of Khufu","historical burial/excavation description — accurate",
HISTORICAL_OK,NEUTRAL,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,ja,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,title[2][_key==ja].value,"クフ王の太陽の船","historical burial/excavation description — accurate",
HISTORICAL_OK,STALE_CLAIM,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,en,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,body[0][_key==en].value[11],"It is the type known as a solar barque — a ritual vessel associated in ancient Egyptian belief with the sun god Ra's celestial journey, on which the resurrected king would travel with Ra across the sky. Some scholars argue it may also have served a practical purpose: transporting the k","historical burial/excavation description — accurate",
HISTORICAL_OK,STALE_CLAIM,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,es,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,body[1][_key==es].value[8],"El propósito exacto de la barca no está definitivamente establecido. Es del tipo conocido como barca solar — una embarcación ritual asociada en la creencia del Antiguo Egipto al viaje celestial del dios solar Ra, en la que el rey resucitado viajaría con Ra a través del cielo. Algunos estudiosos argumentan que pudo también haber tenido un propósito práct","historical burial/excavation description — accurate",
HISTORICAL_OK,STALE_CLAIM,guideArticle.giza.the-solar-boat-of-khufu,guideArticle,ja,"The Solar Boat Of Khufu",the-solar-boat-of-khufu,body[2][_key==ja].value[14],"これは太陽の船（ソーラー・バーク）として知られる種類で、古代エジプトの信仰において太陽神ラーの天空の旅と結びつく儀礼用の船です。復活した王がラーとともに空を渡るための船でした。一部の研究者は、実用的な目的もあった可能性、すなわち葬儀の際に王の遺体をナイルを越えてギザ台地へ運んだ可能性を主張します。儀礼的と実用的という二つの考えられる目的は、相互に排他的ではありません。ピラミッドのそばの密閉された坑に船が埋められたことは、葬祭と来世の機能を強く示唆します。","historical burial/excavation description — accurate",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,en,"The Giza Plateau",the-giza-plateau,body[0][_key==en].value[19],"Khufu's complex included two boat pits on the pyramid's southern side; one contained the Solar Boat of Khufu, a 43-metre cedar vessel discovered in 1954 and now displayed in the Grand Egyptian Museum at the foot of the plateau. The plateau's extensive cemeteries — mastaba tombs arranged in rows on the eastern and western sides of Khufu's pyramid, ","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,en,"The Giza Plateau",the-giza-plateau,body[0][_key==en].value[22],"It houses the complete Tutankhamun collection, the Solar Boat, and the widest collection of ancient Egyptian artefacts under one roof. A visit to the GEM combined with the plateau itself constitutes a full day; both repay considerably more time than most visitors allocate.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,en,"The Giza Plateau",the-giza-plateau,seo.description[0][_key==en].value,"The Giza Plateau holds the three Fourth Dynasty pyramids, the Great Sphinx, mastaba cemeteries, the workers' settlement, the Solar Boat pit, and the Grand Egyptian Museum at its foot.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,es,"The Giza Plateau",the-giza-plateau,body[1][_key==es].value[13],", una calzada que descendía hasta un templo del valle en el límite del desierto y fosas para barcas. El conjunto de Keops incluía dos fosas para barcas en el lado sur de la pirámide — una contenía la Barca Solar de Keops, una embarcación de cedro de 43 metros descubierta en 1954 y exhibida hoy en el Gran Museo Egipcio a los pies de la meseta. Los extensos cementerios de la meseta — mastabas dispuestas en filas en los lados oriental y occidental de la pirám","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,es,"The Giza Plateau",the-giza-plateau,body[1][_key==es].value[15],"El Gran Museo Egipcio, inaugurado en fases desde 2023 a los pies de la meseta de Guiza, es hoy uno de los mayores museos arqueológicos del mundo. Alberga la colección completa de Tutankamón, la Barca Solar y la mayor colección de antigüedades del Antiguo Egipto bajo un mismo techo. Una visita al GEM combinada con la meseta constituye una jornada completa; ambos recompensan considerablemente más tiempo del que la mayoría de los visitantes les asigna.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,ja,"The Giza Plateau",the-giza-plateau,body[2][_key==ja].value[21],"クフ王の複合体には、ピラミッドの南側に二つの船坑がありました。一つにはクフ王の太陽の船、1954年に発見され現在は台地のふもとの大エジプト博物館に展示されている全長43メートルのレバノン杉の船が納められていました。台地の広大な墓地、すなわちクフ王のピラミッドの東側と西側に列をなして並ぶマスタバ墓と、ほかのピラミッド近くの採石場に彫り込まれた墓は、古王国時代のエリートを収めていました。多くのマスタバは見学者に公開されており、並外れた質の彩色浮き彫りの装飾を含んでいます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-giza-plateau,guideArticle,ja,"The Giza Plateau",the-giza-plateau,body[2][_key==ja].value[24],"ツタンカーメンの全コレクション、太陽の船、そして一つ屋根の下に集まった古代エジプト最大の所蔵品群を収めています。GEMと台地そのものを組み合わせた訪問は丸一日を構成し、どちらもほとんどの訪問者が割り当てる以上の時間に十分報いてくれます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-great-pyramid-of-khufu,guideArticle,en,"The Great Pyramid Of Khufu",the-great-pyramid-of-khufu,body[0][_key==en].value[22],"The experience is unlike any other monument in Egypt. The Solar Boat of Khufu — a 43-metre cedar vessel buried in a pit beside the pyramid and excavated in 1954 — is now displayed in the Grand Egyptian Museum at the foot of the plateau.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-great-pyramid-of-khufu,guideArticle,es,"The Great Pyramid Of Khufu",the-great-pyramid-of-khufu,body[1][_key==es].value[17]," empinado, y la transición del austero granito de la Cámara del Rey a la luz del día requiere varios minutos de cuidadosa navegación. La experiencia no se parece a ningún otro monumento de Egipto. La Barca Solar de Keops — una embarcación de cedro de 43 metros enterrada en una fosa junto a la pirámide y excavada en 1954 — se exhibe hoy en el Gran Museo Egipcio a los pies de la meseta.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.the-great-pyramid-of-khufu,guideArticle,ja,"The Great Pyramid Of Khufu",the-great-pyramid-of-khufu,body[2][_key==ja].value[25],"その体験は、エジプトのほかのどの記念建造物とも違います。クフ王の太陽の船、ピラミッドのそばの坑に埋められ1954年に発掘された全長43メートルのレバノン杉の船は、現在は台地のふもとの大エジプト博物館に展示されています。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.upcoming-events-in-giza,guideArticle,en,"Events in Giza",upcoming-events-in-giza,body[0][_key==en].value[24],"The museum sits on the Fayoum Road at the foot of the plateau, holds the complete Tutankhamun collection and the Solar Boat of Khufu among its principal exhibits, and has its own programme of temporary exhibitions, lectures, and cultural events. For visitors planning around events, the GEM is now the most reliable source of structured cultural programming on the Giza sid","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.upcoming-events-in-giza,guideArticle,es,"Events in Giza",upcoming-events-in-giza,body[1][_key==es].value[24],"El museo se sitúa en la Carretera de Fayum, al pie de la meseta, conserva la colección completa de Tutankamón y la Barca Solar de Keops entre sus piezas principales, y mantiene su propia programación de exposiciones temporales, conferencias y eventos culturales. Para el visitante que planifique su viaje en función de los eventos, el GEM es ahora la fuente más fiable de pro","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,guideArticle.giza.upcoming-events-in-giza,guideArticle,ja,"Events in Giza",upcoming-events-in-giza,body[2][_key==ja].value[27],"博物館はファイユーム・ロード沿いの台地のふもとに立ち、主要展示品にツタンカーメンの全コレクションとクフ王の太陽の船を含み、独自の特別展、講演、文化イベントのプログラムを持っています。行事を中心に旅程を組む訪問者にとって、いまやGEMは、グレーター・カイロのギザ側でもっとも信頼できる、構造化された文化プログラムの供給源です。旅行前にカレンダーを確認してください。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-59386,guideArticle,en,"Cairo Tours",cairo-tours,body[0][_key==en].value[3],"ay tours typically start around 8am, which is the best time to be on the plateau before the site fills. Full-day versions add optional pyramid interior entry or a camel ride around the perimeter. The Solar Boat of Khufu — a 43-metre cedar vessel buried beside the Great Pyramid around 2500 BC — is now displayed at the Grand Egyptian Museum rather than the older on-site Solar Boat Museum; confirm with your operator which venue is included if this is a priori","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-59386,guideArticle,es,"Cairo Tours",cairo-tours,body[1][_key==es].value[2]," hora para visitar antes de que el yacimiento se llene. Las versiones de jornada completa añaden la opción de entrar al interior de la pirámide o un paseo en camello por el perímetro de la meseta. La Barca Solar de Keops — una embarcación de cedro de 43 metros enterrada junto a la Gran Pirámide hacia el año 2500 a. C. — está ahora expuesta en el Gran Museo Egipcio en lugar del antiguo Museo de la Barca Solar en el yacimiento; conviene confirmar con el oper","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-59386,guideArticle,ja,"Cairo Tours",cairo-tours,body[2][_key==ja].value[6],"半日ツアーはたいてい朝8時ごろに始まります。これは台地が混み合う前に立つのに最良の時間帯です。終日版では、ピラミッド内部への任意入場や、外周を巡るラクダ乗りが加わります。クフ王の太陽の船（紀元前2500年ごろ大ピラミッドの脇に埋められた全長43メートルのレバノン杉の船）は、現在は以前の現地の太陽の船博物館ではなく大エジプト博物館に展示されています。これを重視するなら、どの会場が含まれるか催行会社に確認してください。ほぼすべてのツアーにホテルの送迎が含まれます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-88093,tour,en,"Pyramids of Giza, the Sphinx & Old Cairo — Private Day Tour",pyramids-of-giza-and-sphinx,body[0][_key==en].value[13]," — by roughly two thousand years. They were already ancient when Cleopatra was born. The Giza complex as a whole includes subsidiary pyramids, boat pits (one of which yielded Khufu's intact cedarwood solar barque, now displayed at the Grand Egyptian Museum), and an extensive necropolis of mastaba tombs belonging to the officials and family members of the Old Kingdom court. Your guide can indicate the broader landscape if the wider context interests you.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-88093,tour,es,"Pyramids of Giza, the Sphinx & Old Cairo — Private Day Tour",pyramids-of-giza-and-sphinx,body[1][_key==es].value[14],"en Éfeso— en aproximadamente dos mil años. Eran ya antiguas cuando Cleopatra nació. El complejo de Guiza en su conjunto incluye pirámides subsidiarias, fosos para barcas (uno de los cuales entregó la barca solar de cedro intacta de Keops, hoy expuesta en el Gran Museo Egipcio) y una extensa necrópolis de mastabas pertenecientes a oficiales y miembros de la familia de la corte del Reino Antiguo. El guía puede señalar el paisaje más amplio si el contexto gen","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-page-88093,tour,ja,"Pyramids of Giza, the Sphinx & Old Cairo — Private Day Tour",pyramids-of-giza-and-sphinx,body[2][_key==ja].value[13],"三基のピラミッドは、もとの古代世界の七不思議で唯一現存する構造物であり、次に古い不思議——エフェソスのアルテミス神殿——よりおおよそ二千年さかのぼります。クレオパトラが生まれたときにはすでに古代のものでした。ギザの複合体は全体として、付属のピラミッド群、舟坑（そのひとつからクフ王の無傷のレバノン杉の太陽の船が出土し、いまは大エジプト博物館に展示されています）、そして古王国の宮廷の高官や家族のものである広大なマスタバ墓の墓地を含みます。より広い文脈に関心があれば、ガイドがその広がりを示してくれます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-132240-en,article,en,"A History Reader's Cairo",a-history-buffs-guide-to-cairo,body[10],"A Giza visit gains strength when it is combined with the Grand Egyptian Museum, the GEM. Opened formally on 1 November 2025, the GEM holds the complete Tutankhamun collection and Khufu's solar boat. Reading the architecture on the plateau and the objects in the museum on the same day, you see Egypt from the Old Kingdom into the New as a wide arc.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-134691-en,article,en,"What to Know if You're Visiting Egypt in January",why-january-is-the-perfect-month-to-visit-egypt,body[36],"Visiting the Grand Egyptian Museum, secure substantial time. Per the official ticketing site, a visit includes the Tutankhamun Galleries, the Main Galleries, the Grand Hall, and the Khufu Boat Museum. Rather than a quick add-on, half a day or more fits.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-134733-en,article,en,"What to Know if You're Visiting Egypt in April",why-you-should-visit-egypt-in-april,body[31],"The Grand Egyptian Museum fits Giza-area itinerary. The official ticket site notes a visit includes the Tutankhamun Galleries, Main Galleries, Grand Hall, Grand Staircase, and Khufu Boat Museum. Quantity is large — taking substantial time satisfies more than rushing.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-135534-en,article,en,"A Day at the Pyramids of Giza",1-day-giza-pyramids-itinerary,body[31],"The solar boat and the Grand Egyptian Museum","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-135534-en,article,en,"A Day at the Pyramids of Giza",1-day-giza-pyramids-itinerary,body[32],"On the south side of Khufu's pyramid, a ""solar boat"" was once buried. It is a Lebanese cedar vessel about 43 metres long, discovered in 1954. The restored boat has now been moved to the Grand Egyptian Museum, the GEM.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-136630-en,article,en,"Eight Days in Egypt: An Itinerary",8-day-egypt-tour-itinerary,body[19]," It sits near the Giza plateau, so combining the two on the same day is straightforward — but doing both in any depth in one day is not easy. At the GEM, prioritise the Tutankhamun galleries, Khufu's solar boat, and the Old Kingdom sculpture.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-136630-en,article,en,"Eight Days in Egypt: An Itinerary",8-day-egypt-tour-itinerary,body[9],"The handling of the Grand Egyptian Museum (GEM) — which opened formally on 1 November 2025 — also changes the shape of the itinerary. To see the complete Tutankhamun collection and Khufu's solar boat, give the GEM at least half a day. The old Egyptian Museum on Tahrir Square is still valuable, but on a first visit choosing one, the GEM is now the centre.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-136729-en,article,en,"Two Weeks in Egypt: An Itinerary",2-weeks-egypt-tour-itinerary,body[59]," Grand Egyptian Museum opened formally on 1 November 2025 and opened to the general public on 4 November, and it has changed how Cairo time gets spent. The complete Tutankhamun collection and Khufu's solar boat can now both be seen out near the Giza plateau.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-152503-en,article,en,"Four Days in Egypt: An Itinerary",4-day-egypt-travel-itinerary,body[16],"Day 3 goes to the museums and Cairo in layers. The Grand Egyptian Museum (GEM) holds the complete Tutankhamun collection and Khufu's solar boat, and is one of the most important places to spend time on any current Cairo stay. It deserves a long visit. A different direction is to combine the older Egyptian Museum on Tahrir Square, Coptic Cairo, the Islamic quarter, the Citadel, and Khan el-K","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-170607-ja,article,ja,"ギザのピラミッドで過ごす一日",giza-no-piramiddo-de-sugosu-ichi-nichi,body[31],"太陽の船と大エジプト博物館","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-170607-ja,article,ja,"ギザのピラミッドで過ごす一日",giza-no-piramiddo-de-sugosu-ichi-nichi,body[32],"クフ王のピラミッドの南側には、かつて「太陽の船」が埋められていました。全長約43メートルのレバノン杉の船で、1954年に発見されました。現在、復元された船は大エジプト博物館、GEMに移されています。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-170616-ja,article,ja,"歴史好きのためのカイロ",rekishi-suki-no-tame-no-kairo,body[10],"ギザ訪問は、現在のGEM、大エジプト博物館と組み合わせると強くなります。2025年11月に正式開館したGEMには、ツタンカーメンの完全なコレクションやクフ王の太陽の船などが展示されています。台地で建築を見る。博物館で遺物を見る。その二つを同じ日に結ぶと、古王国から新王国までのエジプトが、かなり広い弧として見えてきます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-249572-ja,article,ja,"エジプト四日間の旅程",ejiputo-yon-nichikan-no-ryotei,body[16],"3日目は博物館とカイロの層に使います。大エジプト博物館、GEMは、ツタンカーメンの完全なコレクションとクフ王の太陽の船を含む、現在のカイロ滞在で非常に重要な場所です。ここに長い時間を取る価値があります。別の方向として、タハリール広場の旧エジプト博物館、コプト・カイロ、イスラーム地区、城塞、ハーン・エル・ハリーリを組み合わせることもできます。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-249675-ja,article,ja,"エジプト二週間の旅程",ejiputo-ni-shukan-no-ryotei,body[59],"2025年11月1日に正式開館し、11月4日から一般公開された大エジプト博物館、GEMは、現在のカイロ滞在の組み方を変えました。ツタンカーメンの完全なコレクションとクフ王の太陽の船が、ギザ台地の近くで見られるようになったからです。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-249688-ja,article,ja,"エジプト八日間の旅程",ejiputo-hachi-nichikan-no-ryotei,body[19],"午後はGEMへ移動します。ギザ台地の近くにあるため、同じ日に組みやすい場所です。ただし、ピラミッドとGEMの両方を一日で深く見るのは簡単ではありません。GEMでは、ツタンカーメンの展示、クフ王の太陽の船、古王国の彫像を優先するとよいでしょう。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,GEM_AWARE,wp-post-249688-ja,article,ja,"エジプト八日間の旅程",ejiputo-hachi-nichikan-no-ryotei,body[9],"また、2025年11月に正式開館した大エジプト博物館、GEMの扱いも旅程を変えます。ツタンカーメンの完全なコレクションとクフ王の太陽の船を見るなら、GEMには半日以上を取るべきです。タハリールの旧エジプト博物館も価値がありますが、初訪問で一つを優先するなら、現在はGEMが中心になります。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,article.total-solar-eclipse-egypt-2027-en,article,en,"The 2027 Total Solar Eclipse: Six Minutes of Night Over Luxor",total-solar-eclipse-egypt-2027,body[16],"Valley of the Kings. The shadow will cross monuments raised by a civilisation that worshipped the sun as the source of created order, that measured its year by the solar calendar, and that carved the solar barque's nightly voyage into royal tombs. Watching the sun vanish and return above the pylons of Karnak is not simply a good photograph. It is the rarest possible convergence of astronomy and human history, and it will not repeat in any living person's t","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,article.total-solar-eclipse-egypt-2027-es,article,es,"El eclipse solar total de 2027: seis minutos de noche sobre Luxor",eclipse-solar-total-egipto-2027,body[16],"e los Reyes. La sombra cruzará monumentos levantados por una civilización que adoraba al sol como fuente del orden creado, que medía su año por el calendario solar y que talló el viaje nocturno de la barca solar en las tumbas reales. Ver el sol desaparecer y regresar sobre los pilonos de Karnak no es simplemente una buena fotografía. Es la convergencia más rara posible entre astronomía e historia humana, y no se repetirá en el tiempo de ninguna persona viv","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,guideArticle.aswan.the-philae-temple,guideArticle,en,"Philae Temple",the-philae-temple,body[0][_key==en].value[24],"lumns with capitals of different designs — symbolising, in ancient Egyptian cosmology, the first plants emerging from the primordial mound at the moment of creation. The ceiling retains images of the solar barques of day and night and the vulture goddesses of Upper and Lower Egypt. Beyond lie offering halls and the inner sanctuary, where the sacred barque bearing the cult statue of Isis once rested on a stone pedestal inscribed with the names of Ptolemy II","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,guideArticle.kharga-oasis.hibis-temple,guideArticle,en,"Hibis Temple",hibis-temple,body[0][_key==en].value[39],"ful desert god and protector. At Hibis, he appears as defender of cosmic order. The image is iconographically unusual: Seth takes on the guise of Horus (falcon-headed) in his role as protector of the solar barque, and the blue colouring underscores his cosmic role.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,guideArticle.kharga-oasis.hibis-temple,guideArticle,es,"Hibis Temple",hibis-temple,body[1][_key==es].value[39],"s del desierto y protector. En Hibis aparece como defensor del orden cósmico. La imagen es iconográficamente inusual: Seth adopta el aspecto de Horus (cabeza de halcón) en su papel de protector de la barca solar, y el color azul subraya su dimensión cósmica.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,guideArticle.siwa-oasis.mountain-of-the-dead,guideArticle,es,"Mountain of the Dead",mountain-of-the-dead,body[1][_key==es].value[10]," egipcia. Su tumba lo representa haciendo ofrendas a los dioses egipcios, y una viga de madera pintada divide el techo entre una escena mitológica que muestra a la diosa del cielo Nut, estrellas y la barca solar, y un panel decorativo de halcones en vuelo. Lamentablemente, secciones del yeso pintado fueron cortadas por soldados que se refugiaron aquí durante la Segunda Guerra Mundial, y la tumba se ha deteriorado aún más desde los tiempos de Fakhry. Lo suf","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,guideArticle.siwa-oasis.mountain-of-the-dead,guideArticle,ja,"Mountain of the Dead",mountain-of-the-dead,body[2][_key==ja].value[29],"1940年10月に発見され、おおよそ紀元前3世紀にさかのぼります。アフメド・ファクリは、これを西部砂漠全体で最も美しい墓と考えました。シ・アムンは裕福な人物で、おそらく出自はギリシア系で、エジプトの宗教的実践を完全に採用していました。彼の墓は、彼がエジプトの神々に供物を捧げる姿を描き、彩色された木の梁が天井を分け、星と太陽の船を伴う天空の女神ヌトの神話的場面と、飛ぶハヤブサの装飾パネルとに分けています。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-page-58877,city,en,"",luxor,overview[0][_key==en].value[29],"y — and Ramses VI, with its astronomical ceiling, are far grander in decoration and scale. The experience is intimate and physical: descending narrow corridors, passing painted gods, stars, serpents, solar boats, and scenes from the afterlife.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-page-58877,city,ja,"",luxor,overview[2][_key==ja].value[31],"王家の谷が話題の遺跡で、新王国のファラオと強力なエリートのために岩の奥深くに切られた約65の知られる王墓があります。ツタンカーメンの墓は、ほぼ無傷で見つかったため最も有名ですが、谷で最も長く最も精巧に装飾されたセティ1世の墓と、天文天井を持つラムセス6世の墓は、装飾と規模ではるかに壮大です。体験は親密で物理的です。狭い通路を下り、彩色された神々、星、蛇、太陽の舟、来世の場面の脇を通ります。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-page-59603,guideArticle,en,"History of Esna",history-of-esna,heroImage.alt[0][_key==en].value,"Richly painted temple ceiling reliefs in blue and ochre showing gods in solar barques amid columns of hieroglyphs","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-page-60929,travelTip,ja,"Time in Egypt: Time Zone, Calendars and Prayer Rhythms",time-in-egypt,body[2][_key==ja].value[100],"古代エジプト人にとって、時間は単なる計測の対象ではなく、宇宙の秩序（マアト）そのものでした。太陽神ラーは毎日、太陽の船に乗って天空を東から西へ旅し、夜には冥界（ドゥアト）を12の領域に分けて通過し、翌朝再び東の地平線から再生する——この壮大な物語が「1日24時間」の宗教的な裏付けでした。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-134167-en,article,en,"Tombs Worth Seeing in the Valley of the Kings",must-see-tombs-in-the-valley-of-the-kings,body[3],"The Valley of the Kings isn't a place for collecting tombs — it is a place for reading how New Kingdom kings thought about the afterworld. Corridors, ceilings, burial chambers, the solar boat, gods of the underworld, the night sky, serpents, gates. Wall paintings are not ornament — they were the wayfinding by which the king passed the world of night and was reborn with the morning sun.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-144406-es,article,es,"Cómo leer a los dioses egipcios durante el viaje",dioses-egipcios,body[50],"Pero no conviene reducirlo a un demonio. En algunas tradiciones, Set protege la barca solar de Ra durante el viaje nocturno y combate a Apofis, la serpiente del caos. Su fuerza peligrosa también podía ponerse al servicio del orden.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-144406-es,article,es,"Cómo leer a los dioses egipcios durante el viaje",dioses-egipcios,body[79],"Una barca solar en una tumba habla de la noche y del renacimiento.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-178177-ja,article,ja,"エジプトの神々を旅先で読む",ejiputo-no-kami-o-tabisaki-de-yomu,body[50],"けれど、エジプト史の全体を見ると、セトは単純な悪ではありません。ラーの夜の旅では、太陽の船を守り、混沌の大蛇アペプと戦う役割もありました。危険な力だからこそ、世界を守るためにも使われたのです。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-178177-ja,article,ja,"エジプトの神々を旅先で読む",ejiputo-no-kami-o-tabisaki-de-yomu,body[77],"墓の天井に描かれた太陽の船は、死者の再生の道です。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-213991-en,article,en,"Understanding Egyptian Hieroglyphs",understanding-egyptian-hieroglyphs,body[43],"Looking at wall paintings in the Valley of the Kings, note that images and writing aren't separated. Divine figures, solar boat, star-pattern ceilings, and long lines of hieroglyphs are part of the same religious composition.","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-238943-ja,article,ja,"エジプトのヒエログリフを理解する",ejiputo-no-hierogurifu-o-rikai-suru,body[43],"王家の谷で壁画を見るときは、絵と文字が分かれていないことに注目するとよいでしょう。神々の姿、太陽の舟、星空の天井、長い列のヒエログリフは、同じ宗教的な構成の一部です。","mythological/decorative solar-barque reference, no location claim",
OK_MYTH,NEUTRAL,wp-post-249591-ja,article,ja,"王家の谷で見るべき墓",oke-no-tani-de-miru-beki-haka,body[3],"王家の谷は、墓を集める場所ではなく、新王国の王たちが死後の世界をどう考えたかを読む場所です。廊下、天井、埋葬室、太陽の船、冥界の神々、星空、蛇、門。壁の絵は飾りではなく、王が夜の世界を通り、朝の太陽とともに再生するための道案内でした。","mythological/decorative solar-barque reference, no location claim",
